"id","dob","gender"
"ca.m.4102",1915-07-01,"male"
"ca.m.4103",1858-09-18,"male"
"ca.m.4105",1838-09-11,"male"
"ca.m.4106",1933-06-12,"male"
"ca.m.4108",1866-07-01,"male"
"ca.m.411",1973-05-06,"male"
"ca.m.4110",1909-05-09,"male"
"ca.m.4118",1931-11-04,"male"
"ca.m.4119",1828-01-23,"male"
"ca.m.412",1968-12-25,"male"
"ca.m.4121",1918-02-11,"male"
"ca.m.4123",1923-09-20,"male"
"ca.m.4124",1850-05-12,"male"
"ca.m.4127",1842-01-20,"male"
"ca.m.4129",1856-11-14,"male"
"ca.m.413",1961-05-08,"male"
"ca.m.4130",1824-07-24,"male"
"ca.m.4133",1911-07-11,"male"
"ca.m.4136",1963-04-27,"male"
"ca.m.414",1947-12-06,"male"
"ca.m.4141",1915-10-20,"female"
"ca.m.4147",1939-04-24,"male"
"ca.m.415",1963-07-04,"female"
"ca.m.4151",1849-09-17,"male"
"ca.m.4152",1872-12-03,"male"
"ca.m.4155",1868-08-25,"male"
"ca.m.4156",1949-04-22,"female"
"ca.m.4158",1849-10-31,"male"
"ca.m.416",1957-03-24,"female"
"ca.m.4161",1855-02-17,"male"
"ca.m.4165",1859-08-31,"male"
"ca.m.4167",1917-02-18,"female"
"ca.m.417",1961-01-27,"male"
"ca.m.4170",1920-08-03,"male"
"ca.m.4171",1891-06-13,"male"
"ca.m.4172",1925-07-17,"female"
"ca.m.4173",1944-12-05,"male"
"ca.m.4175",1906-05-18,"male"
"ca.m.418",1946-06-30,"female"
"ca.m.4181",1888-09-16,"male"
"ca.m.4182",NA,"male"
"ca.m.4185",1898-09-23,"male"
"ca.m.419",1963-12-13,"female"
"ca.m.4192",1916-03-10,"male"
"ca.m.4193",1915-02-06,"male"
"ca.m.4194",1905-09-21,"male"
"ca.m.4195",1933-07-25,"female"
"ca.m.4197",1875-05-08,"male"
"ca.m.420",1970-08-16,"male"
"ca.m.4201",NA,"female"
"ca.m.4206",1952-12-12,"male"
"ca.m.4208",1905-08-22,"male"
"ca.m.421",1963-01-25,"male"
"ca.m.4211",1843-12-25,"male"
"ca.m.4213",1944-04-06,"male"
"ca.m.422",1960-10-01,"male"
"ca.m.4223",1883-06-21,"male"
"ca.m.4227",1846-12-11,"male"
"ca.m.4228",1950-09-08,"male"
"ca.m.423",1966-04-10,"male"
"ca.m.4231",1819-08-04,"male"
"ca.m.4232",1927-01-25,"male"
"ca.m.4233",1938-06-04,"male"
"ca.m.4234",1899-08-12,"male"
"ca.m.4235",1941-01-11,"male"
"ca.m.4236",1924-02-03,"male"
"ca.m.4237",1949-03-03,"male"
"ca.m.424",1955-06-18,"male"
"ca.m.4240",1931-01-30,"male"
"ca.m.4248",1903-04-10,"male"
"ca.m.4249",1936-02-01,"male"
"ca.m.425",1949-12-30,"male"
"ca.m.4250",1914-07-22,"male"
"ca.m.4251",1868-12-30,"male"
"ca.m.4252",1956-06-15,"male"
"ca.m.4254",1854-06-26,"male"
"ca.m.4255",1938-03-02,"male"
"ca.m.4256",1927-07-20,"male"
"ca.m.4258",1902-07-30,"female"
"ca.m.4259",1947-03-18,"male"
"ca.m.426",1949-01-10,"female"
"ca.m.4262",1892-08-23,"male"
"ca.m.4263",1876-03-23,"male"
"ca.m.4264",1962-01-22,"male"
"ca.m.4265",1905-07-12,"male"
"ca.m.4269",1861-12-15,"male"
"ca.m.427",1947-01-05,"male"
"ca.m.4273",1904-09-16,"male"
"ca.m.4276",1935-04-28,"male"
"ca.m.428",1964-01-13,"male"
"ca.m.4280",1936-10-29,"male"
"ca.m.4281",1878-08-01,"male"
"ca.m.4282",1878-07-26,"male"
"ca.m.4286",1861-07-11,"male"
"ca.m.429",1964-04-04,"male"
"ca.m.4291",1848-02-07,"male"
"ca.m.4292",1904-10-20,"male"
"ca.m.4293",1935-01-25,"male"
"ca.m.4294",1912-06-24,"male"
"ca.m.4299",1904-12-29,"male"
"ca.m.43",1945-10-21,"male"
"ca.m.430",1947-05-11,"male"
"ca.m.4303",1944-09-01,"male"
"ca.m.4306",1892-08-31,"male"
"ca.m.4308",1890-08-10,"male"
"ca.m.431",1947-05-12,"male"
"ca.m.4312",1893-08-07,"male"
"ca.m.4313",1865-12-05,"male"
"ca.m.4317",1932-04-20,"female"
"ca.m.4318",1889-05-01,"male"
"ca.m.4319",1910-07-29,"male"
"ca.m.432",1962-03-20,"female"
"ca.m.4320",1947-03-10,"female"
"ca.m.4321",1955-08-06,"male"
"ca.m.4322",1919-06-29,"male"
"ca.m.4323",1856-03-22,"male"
"ca.m.4324",1954-10-21,"male"
"ca.m.4326",1847-08-21,"male"
"ca.m.4327",1846-12-13,"male"
"ca.m.4328",1881-02-10,"male"
"ca.m.433",1949-06-13,"male"
"ca.m.4332",NA,"male"
"ca.m.4339",1951-03-31,"male"
"ca.m.434",1969-06-04,"male"
"ca.m.4341",1927-04-01,"male"
"ca.m.4342",NA,"male"
"ca.m.4344",1942-03-06,"female"
"ca.m.4345",1928-02-19,"male"
"ca.m.4348",1907-08-22,"male"
"ca.m.435",1963-04-09,"male"
"ca.m.4350",1866-04-22,"male"
"ca.m.4352",1884-04-12,"male"
"ca.m.4354",NA,"male"
"ca.m.4356",1959-05-22,"female"
"ca.m.436",1944-06-30,"male"
"ca.m.4360",1940-07-15,"female"
"ca.m.4361",1950-11-02,"female"
"ca.m.4363",1923-07-24,"male"
"ca.m.437",1973-11-02,"male"
"ca.m.4373",1931-07-04,"male"
"ca.m.4375",1946-08-23,"male"
"ca.m.4378",1900-04-11,"male"
"ca.m.438",NA,"male"
"ca.m.4386",1892-07-09,"male"
"ca.m.4387",1893-04-30,"male"
"ca.m.439",1947-02-27,"male"
"ca.m.4390",1946-11-28,"male"
"ca.m.4392",1839-05-26,"male"
"ca.m.4394",1900-02-08,"male"
"ca.m.4395",1957-10-11,"male"
"ca.m.4398",1851-02-09,"male"
"ca.m.44",1967-05-10,"male"
"ca.m.440",1951-08-16,"female"
"ca.m.4400",1842-11-20,"male"
"ca.m.4403",1883-10-29,"male"
"ca.m.4405",1943-07-15,"male"
"ca.m.4407",1867-08-30,"male"
"ca.m.4408",1862-07-18,"male"
"ca.m.441",1948-04-11,"male"
"ca.m.4410",1917-09-26,"male"
"ca.m.4411",1900-04-01,"male"
"ca.m.4412",1927-05-30,"male"
"ca.m.4413",1826-02-05,"male"
"ca.m.4414",1868-03-17,"male"
"ca.m.4415",1919-02-23,"male"
"ca.m.4417",1879-08-04,"male"
"ca.m.4418",1915-04-27,"male"
"ca.m.442",NA,"female"
"ca.m.4420",1914-02-21,"male"
"ca.m.4421",1908-05-26,"male"
"ca.m.4423",1926-03-03,"male"
"ca.m.4424",1855-12-12,"male"
"ca.m.4425",1948-01-25,"male"
"ca.m.4428",1845-01-27,"male"
"ca.m.443",1961-03-17,"male"
"ca.m.4434",1955-04-25,"female"
"ca.m.4436",1880-06-29,"male"
"ca.m.4437",1941-09-28,"male"
"ca.m.444",1959-04-05,"male"
"ca.m.4443",1861-12-10,"male"
"ca.m.4445",1891-03-06,"male"
"ca.m.4448",1876-06-17,"male"
"ca.m.445",1951-06-28,"female"
"ca.m.4454",1938-09-07,"male"
"ca.m.4457",1885-01-07,"male"
"ca.m.4458",1930-04-28,"male"
"ca.m.446",1948-03-07,"male"
"ca.m.4462",1933-01-24,"male"
"ca.m.4464",1946-06-24,"male"
"ca.m.4466",1858-09-09,"male"
"ca.m.4469",1929-10-26,"male"
"ca.m.447",1934-04-22,"male"
"ca.m.4471",1852-01-07,"male"
"ca.m.4472",1935-12-12,"male"
"ca.m.4478",1946-10-13,"male"
"ca.m.448",1974-01-01,"male"
"ca.m.4480",1838-08-30,"male"
"ca.m.4484",1913-01-08,"male"
"ca.m.4487",1909-10-01,"male"
"ca.m.449",1948-09-27,"male"
"ca.m.4492",1846-04-27,"male"
"ca.m.4497",1937-12-25,"female"
"ca.m.450",1944-03-05,"female"
"ca.m.4500",1923-03-27,"male"
"ca.m.4501",1947-08-30,"male"
"ca.m.4503",1860-05-16,"male"
"ca.m.4504",1916-11-03,"male"
"ca.m.4507",1952-01-01,"male"
"ca.m.4508",1892-09-24,"male"
"ca.m.4509",1875-06-17,"male"
"ca.m.451",1943-11-21,"female"
"ca.m.4510",1924-03-07,"male"
"ca.m.4515",1938-11-30,"female"
"ca.m.4519",1909-05-24,"male"
"ca.m.452",1947-06-22,"male"
"ca.m.4524",1859-03-01,"male"
"ca.m.4526",1911-01-27,"male"
"ca.m.4528",1936-01-27,"male"
"ca.m.4529",1918-02-17,"male"
"ca.m.453",1957-12-20,"male"
"ca.m.4531",1902-04-07,"male"
"ca.m.4532",1819-12-16,"male"
"ca.m.4533",1952-11-27,"female"
"ca.m.4535",1862-12-10,"male"
"ca.m.4537",1834-07-13,"male"
"ca.m.4539",1913-05-12,"male"
"ca.m.454",1977-11-07,"male"
"ca.m.4540",1853-05-21,"male"
"ca.m.4542",1925-03-31,"male"
"ca.m.4543",1936-04-21,"male"
"ca.m.4544",1841-09-28,"male"
"ca.m.4545",1876-02-19,"male"
"ca.m.4546",1907-10-20,"male"
"ca.m.4547",1909-12-25,"male"
"ca.m.455",1978-02-13,"male"
"ca.m.4550",1863-07-08,"male"
"ca.m.4552",1866-08-13,"male"
"ca.m.4554",1940-01-04,"male"
"ca.m.4555",1924-02-21,"male"
"ca.m.4557",1869-10-28,"male"
"ca.m.456",1957-06-24,"male"
"ca.m.4566",1955-11-09,"male"
"ca.m.4568",1865-08-16,"male"
"ca.m.457",1949-03-14,"male"
"ca.m.4570",1877-11-19,"male"
"ca.m.4573",1934-04-10,"male"
"ca.m.4574",1945-03-04,"male"
"ca.m.4575",1865-11-01,"male"
"ca.m.4578",1856-08-16,"male"
"ca.m.458",1955-10-07,"male"
"ca.m.4581",1886-04-18,"male"
"ca.m.4583",1836-03-04,"male"
"ca.m.4584",1847-05-29,"male"
"ca.m.4586",1892-02-07,"male"
"ca.m.4587",1913-10-30,"male"
"ca.m.4589",1951-05-07,"male"
"ca.m.459",NA,"female"
"ca.m.4593",1863-05-10,"male"
"ca.m.46",1960-08-31,"male"
"ca.m.460",1963-09-03,"male"
"ca.m.4600",1859-04-05,"male"
"ca.m.4601",1854-03-31,"male"
"ca.m.4604",1835-01-03,"male"
"ca.m.4606",1924-08-21,"female"
"ca.m.4607",1900-06-11,"male"
"ca.m.461",1978-11-20,"male"
"ca.m.4610",1894-02-18,"male"
"ca.m.4614",1943-02-04,"male"
"ca.m.462",1963-05-18,"male"
"ca.m.4624",1903-06-28,"male"
"ca.m.463",1952-11-04,"male"
"ca.m.4630",1947-07-18,"male"
"ca.m.4635",1919-10-18,"male"
"ca.m.4636",1875-05-18,"male"
"ca.m.464",1950-12-26,"male"
"ca.m.4640",1864-11-09,"male"
"ca.m.4641",1957-10-30,"male"
"ca.m.4646",1936-03-01,"male"
"ca.m.465",1908-01-01,"male"
"ca.m.4654",1909-08-15,"male"
"ca.m.4655",1940-03-11,"male"
"ca.m.4656",1880-09-23,"male"
"ca.m.4657",1868-09-28,"male"
"ca.m.4660",1867-01-01,"male"
"ca.m.4670",1874-10-20,"male"
"ca.m.4671",1928-10-08,"male"
"ca.m.4672",1931-02-17,"male"
"ca.m.4675",NA,"male"
"ca.m.4676",1885-04-17,"male"
"ca.m.468",1898-08-14,"male"
"ca.m.4681",1881-01-21,"male"
"ca.m.4682",1950-01-05,"male"
"ca.m.4684",1927-04-13,"male"
"ca.m.4693",1906-07-09,"male"
"ca.m.4694",1909-05-28,"male"
"ca.m.4695",1841-08-09,"male"
"ca.m.4696",1938-03-05,"male"
"ca.m.4697",1932-04-06,"male"
"ca.m.4699",1879-09-15,"male"
"ca.m.47",1941-03-02,"female"
"ca.m.4702",1854-01-01,"male"
"ca.m.4707",1877-07-12,"male"
"ca.m.4713",1929-01-29,"male"
"ca.m.4714",1855-09-15,"male"
"ca.m.4715",1927-02-11,"male"
"ca.m.4716",1910-07-23,"male"
"ca.m.4718",1953-09-27,"female"
"ca.m.472",1923-01-04,"male"
"ca.m.4720",1914-07-05,"male"
"ca.m.4721",1868-08-04,"male"
"ca.m.4725",1890-12-29,"male"
"ca.m.4728",1881-07-19,"male"
"ca.m.4730",1922-01-01,"male"
"ca.m.4734",1912-07-12,"male"
"ca.m.4735",1835-02-12,"male"
"ca.m.4738",1888-07-09,"male"
"ca.m.4739",1849-01-10,"male"
"ca.m.4743",1943-09-19,"male"
"ca.m.4745",1946-09-14,"female"
"ca.m.4747",1900-03-12,"male"
"ca.m.4748",1949-10-18,"male"
"ca.m.475",1925-10-11,"male"
"ca.m.4753",1907-01-12,"male"
"ca.m.4759",1931-09-27,"male"
"ca.m.476",1860-10-25,"male"
"ca.m.4761",1879-10-01,"male"
"ca.m.4762",1870-06-09,"male"
"ca.m.4764",1890-11-14,"male"
"ca.m.477",1842-07-27,"male"
"ca.m.4771",1853-03-11,"male"
"ca.m.4774",1922-07-16,"male"
"ca.m.4777",1894-12-06,"male"
"ca.m.4778",1924-11-19,"male"
"ca.m.4780",1902-01-24,"male"
"ca.m.4789",1891-05-07,"male"
"ca.m.4795",1886-03-14,"male"
"ca.m.4796",1875-10-18,"male"
"ca.m.4798",1864-07-10,"male"
"ca.m.4799",1904-01-14,"male"
"ca.m.48",1953-08-21,"female"
"ca.m.4803",1854-08-15,"male"
"ca.m.4809",1848-10-04,"male"
"ca.m.481",1897-07-08,"male"
"ca.m.4817",1892-04-24,"male"
"ca.m.4818",1944-05-20,"female"
"ca.m.4821",1832-10-09,"male"
"ca.m.4823",1931-06-25,"male"
"ca.m.4830",1951-04-07,"male"
"ca.m.4831",1897-05-03,"male"
"ca.m.4835",1949-04-06,"male"
"ca.m.4837",1922-04-03,"male"
"ca.m.4838",1944-08-03,"male"
"ca.m.4840",1919-05-02,"male"
"ca.m.4842",1918-07-04,"male"
"ca.m.4843",1932-03-03,"male"
"ca.m.4848",1842-11-29,"male"
"ca.m.4850",1863-07-01,"male"
"ca.m.4851",1888-10-06,"male"
"ca.m.4859",1874-09-08,"male"
"ca.m.486",1854-09-30,"male"
"ca.m.4860",1850-03-09,"male"
"ca.m.4862",1917-11-14,"male"
"ca.m.4866",1823-03-30,"male"
"ca.m.4869",1891-05-26,"male"
"ca.m.4870",1874-06-16,"male"
"ca.m.4871",1911-07-21,"male"
"ca.m.4873",1931-05-25,"male"
"ca.m.4874",1948-04-06,"male"
"ca.m.4878",1898-06-04,"male"
"ca.m.4882",NA,"male"
"ca.m.4884",1936-11-23,"male"
"ca.m.4886",1872-11-26,"male"
"ca.m.4887",1952-04-03,"female"
"ca.m.489",1907-11-19,"male"
"ca.m.4892",1955-01-04,"male"
"ca.m.4893",1929-01-01,"male"
"ca.m.4894",1884-03-31,"male"
"ca.m.4895",1909-08-04,"male"
"ca.m.4901",1894-11-18,"male"
"ca.m.4902",1907-08-05,"male"
"ca.m.4904",1902-09-24,"male"
"ca.m.4906",1909-04-06,"male"
"ca.m.491",1876-10-06,"male"
"ca.m.4911",1863-10-04,"male"
"ca.m.4913",1917-11-11,"male"
"ca.m.4916",1920-08-05,"male"
"ca.m.4923",1929-04-08,"male"
"ca.m.4925",1940-07-11,"male"
"ca.m.493",1934-07-12,"male"
"ca.m.4931",1854-08-31,"male"
"ca.m.4935",1944-04-23,"male"
"ca.m.4942",1866-11-01,"male"
"ca.m.4943",1845-08-30,"male"
"ca.m.4944",1933-09-13,"male"
"ca.m.4946",1883-01-03,"male"
"ca.m.4949",1955-04-30,"male"
"ca.m.4953",1949-06-06,"male"
"ca.m.4956",1867-06-23,"male"
"ca.m.4957",1943-03-31,"male"
"ca.m.4958",1948-01-06,"male"
"ca.m.4960",1864-10-28,"male"
"ca.m.4961",1963-01-21,"male"
"ca.m.4965",1864-03-04,"male"
"ca.m.4966",1917-10-31,"male"
"ca.m.4968",1904-08-25,"male"
"ca.m.497",1839-08-14,"male"
"ca.m.4970",1901-12-26,"male"
"ca.m.4976",1850-06-30,"male"
"ca.m.4977",1894-12-04,"male"
"ca.m.4978",1824-05-26,"male"
"ca.m.498",1843-04-18,"male"
"ca.m.4983",1946-02-17,"male"
"ca.m.4984",1923-05-28,"male"
"ca.m.4987",1893-06-20,"male"
"ca.m.4989",1909-12-27,"male"
"ca.m.4990",1940-02-16,"male"
"ca.m.4991",1902-10-16,"male"
"ca.m.4996",1874-10-11,"male"
"ca.m.4997",1920-02-13,"male"
"ca.m.4999",1920-11-14,"male"
"ca.m.5",1965-02-18,"male"
"ca.m.50",1966-09-27,"male"
"ca.m.5000",1875-10-13,"male"
"ca.m.5001",1916-04-18,"male"
"ca.m.5011",1948-10-01,"male"
"ca.m.5013",1944-04-30,"male"
"ca.m.5015",1860-09-22,"male"
"ca.m.5016",1921-02-22,"male"
"ca.m.5019",1946-01-23,"male"
"ca.m.5020",1877-05-26,"male"
"ca.m.5022",1862-10-26,"male"
"ca.m.5024",1940-06-14,"male"
"ca.m.5030",1926-08-14,"male"
"ca.m.5032",1852-03-06,"male"
"ca.m.5033",1906-03-10,"male"
"ca.m.5035",1828-06-13,"male"
"ca.m.5038",1929-01-29,"male"
"ca.m.5042",1861-03-19,"male"
"ca.m.5047",1880-12-06,"male"
"ca.m.5049",1934-08-02,"male"
"ca.m.505",1932-01-11,"male"
"ca.m.5051",1891-03-04,"male"
"ca.m.5052",1936-12-27,"male"
"ca.m.5054",1884-07-02,"male"
"ca.m.5057",1973-11-04,"male"
"ca.m.5058",1868-01-01,"male"
"ca.m.5063",1928-09-01,"male"
"ca.m.5065",1842-01-01,"male"
"ca.m.5066",1915-08-07,"female"
"ca.m.5069",1932-01-21,"male"
"ca.m.507",1836-01-18,"male"
"ca.m.5071",1921-07-06,"male"
"ca.m.5076",1906-09-30,"male"
"ca.m.5078",1946-01-01,"male"
"ca.m.5082",1896-07-10,"female"
"ca.m.5083",1938-06-06,"female"
"ca.m.5089",1936-12-16,"male"
"ca.m.509",1878-06-15,"male"
"ca.m.5093",1880-12-02,"male"
"ca.m.5096",1903-03-03,"male"
"ca.m.51",1908-03-05,"male"
"ca.m.510",1907-07-31,"male"
"ca.m.5100",1947-05-15,"male"
"ca.m.5101",1865-03-28,"male"
"ca.m.5102",1912-11-01,"male"
"ca.m.5105",1861-10-20,"male"
"ca.m.5107",1848-02-18,"male"
"ca.m.5109",1864-08-13,"male"
"ca.m.511",1926-01-11,"male"
"ca.m.5110",1918-01-12,"male"
"ca.m.5111",1950-07-06,"female"
"ca.m.5112",1941-06-06,"female"
"ca.m.5116",1928-04-04,"male"
"ca.m.5117",1938-08-26,"male"
"ca.m.5121",1851-12-10,"male"
"ca.m.5122",NA,"female"
"ca.m.5123",1869-10-16,"male"
"ca.m.5125",1892-09-26,"male"
"ca.m.5126",1858-10-15,"male"
"ca.m.5129",1931-11-10,"male"
"ca.m.5130",1848-11-19,"male"
"ca.m.5132",1929-01-01,"male"
"ca.m.5140",1855-05-11,"male"
"ca.m.5141",1877-12-21,"male"
"ca.m.5142",1962-08-23,"male"
"ca.m.5148",1911-05-06,"male"
"ca.m.5149",1935-07-27,"male"
"ca.m.5150",1903-09-18,"male"
"ca.m.5153",1876-01-08,"male"
"ca.m.5156",1868-07-23,"male"
"ca.m.5158",1912-05-05,"male"
"ca.m.516",1853-02-13,"male"
"ca.m.5160",1899-11-26,"male"
"ca.m.5161",1953-04-04,"male"
"ca.m.5162",1882-05-15,"male"
"ca.m.5163",1934-06-04,"male"
"ca.m.5165",1876-03-10,"male"
"ca.m.5166",1912-06-17,"male"
"ca.m.5171",1891-12-12,"male"
"ca.m.5176",1915-08-22,"male"
"ca.m.5177",1941-05-03,"male"
"ca.m.5178",1944-09-13,"male"
"ca.m.518",1926-08-09,"female"
"ca.m.5180",1861-07-24,"male"
"ca.m.5184",1898-05-26,"male"
"ca.m.5186",1866-10-04,"male"
"ca.m.5187",1861-01-03,"male"
"ca.m.5188",1804-02-19,"male"
"ca.m.5189",1911-11-03,"male"
"ca.m.519",1869-10-18,"male"
"ca.m.5191",1887-03-29,"male"
"ca.m.5192",1937-01-24,"female"
"ca.m.5194",1929-05-23,"female"
"ca.m.5197",1904-09-09,"male"
"ca.m.5198",1867-08-09,"male"
"ca.m.5199",1887-02-14,"male"
"ca.m.52",1951-11-04,"male"
"ca.m.5202",1860-07-10,"male"
"ca.m.5205",1942-11-28,"male"
"ca.m.5206",1874-06-30,"male"
"ca.m.5207",1937-05-10,"male"
"ca.m.521",1925-09-04,"male"
"ca.m.5212",1879-02-01,"male"
"ca.m.5214",1945-08-08,"female"
"ca.m.5219",1870-05-10,"male"
"ca.m.522",1940-04-16,"male"
"ca.m.5224",1905-05-23,"male"
"ca.m.5228",1941-11-15,"male"
"ca.m.5230",1858-12-07,"male"
"ca.m.5231",1912-03-30,"male"
"ca.m.5232",1910-09-21,"male"
"ca.m.5234",1875-01-28,"male"
"ca.m.5235",1942-01-25,"male"
"ca.m.5236",1917-12-11,"male"
"ca.m.5238",1882-12-05,"male"
"ca.m.5240",1911-01-17,"male"
"ca.m.5241",1934-01-11,"male"
"ca.m.5242",1863-12-08,"male"
"ca.m.5243",1900-06-20,"male"
"ca.m.5245",1884-06-12,"male"
"ca.m.5247",1893-11-18,"male"
"ca.m.525",1839-09-19,"male"
"ca.m.5252",1936-08-20,"male"
"ca.m.5255",1929-04-08,"male"
"ca.m.5257",1879-04-15,"male"
"ca.m.5258",1970-06-22,"male"
"ca.m.5259",1880-08-18,"male"
"ca.m.526",1921-01-04,"male"
"ca.m.5260",1940-09-26,"female"
"ca.m.5261",1867-08-24,"male"
"ca.m.5263",1854-11-13,"male"
"ca.m.5266",1944-10-31,"male"
"ca.m.5267",1942-11-21,"male"
"ca.m.5268",1882-01-01,"male"
"ca.m.5269",1868-08-02,"male"
"ca.m.5270",1923-05-09,"male"
"ca.m.5272",1921-04-20,"male"
"ca.m.5276",1884-02-11,"male"
"ca.m.5278",1857-10-12,"male"
"ca.m.528",1878-01-16,"male"
"ca.m.5282",1945-11-16,"male"
"ca.m.5284",1865-12-10,"male"
"ca.m.5293",1908-02-16,"male"
"ca.m.5298",1912-03-26,"male"
"ca.m.53",1950-07-02,"male"
"ca.m.530",1877-05-30,"male"
"ca.m.5300",1885-11-27,"male"
"ca.m.5301",1907-04-17,"male"
"ca.m.5302",1879-12-05,"male"
"ca.m.5303",1861-03-10,"male"
"ca.m.5304",1938-12-21,"male"
"ca.m.5305",1877-10-22,"male"
"ca.m.5306",1899-06-03,"male"
"ca.m.5307",1896-09-25,"male"
"ca.m.5311",1884-04-10,"male"
"ca.m.5312",1948-06-22,"female"
"ca.m.5317",NA,"male"
"ca.m.5320",1879-07-06,"male"
"ca.m.5321",1950-05-23,"male"
"ca.m.5322",1880-03-10,"male"
"ca.m.5324",1830-09-25,"male"
"ca.m.5326",1894-10-16,"male"
"ca.m.5327",1948-09-04,"male"
"ca.m.5330",1875-07-21,"male"
"ca.m.5338",1928-12-16,"male"
"ca.m.534",1908-08-06,"male"
"ca.m.5341",1894-10-30,"male"
"ca.m.5344",1887-04-02,"male"
"ca.m.5345",1936-09-14,"male"
"ca.m.5347",1872-02-05,"male"
"ca.m.5349",1959-11-30,"female"
"ca.m.535",1870-07-10,"male"
"ca.m.5353",1852-07-28,"male"
"ca.m.5355",1925-10-21,"male"
"ca.m.5356",1897-03-09,"male"
"ca.m.5357",1915-03-05,"male"
"ca.m.5358",1954-08-31,"male"
"ca.m.5359",1913-02-04,"male"
"ca.m.536",1867-01-25,"male"
"ca.m.5361",1895-08-22,"male"
"ca.m.5362",1848-01-20,"male"
"ca.m.5363",1881-10-04,"male"
"ca.m.5370",1850-02-28,"male"
"ca.m.5372",1844-11-29,"male"
"ca.m.5377",1850-03-19,"male"
"ca.m.5378",1895-06-02,"male"
"ca.m.5380",1929-01-20,"male"
"ca.m.5383",1923-11-15,"male"
"ca.m.5387",1908-07-28,"male"
"ca.m.5389",1918-08-27,"male"
"ca.m.5390",1895-10-03,"male"
"ca.m.5393",1930-07-29,"male"
"ca.m.5395",1938-07-05,"male"
"ca.m.5399",1943-08-24,"female"
"ca.m.5402",1943-05-13,"male"
"ca.m.5404",1868-04-13,"male"
"ca.m.5407",1886-08-04,"male"
"ca.m.5408",1854-02-26,"male"
"ca.m.5410",1916-12-05,"male"
"ca.m.5411",1901-02-14,"male"
"ca.m.5412",1942-06-22,"male"
"ca.m.5423",1867-11-26,"male"
"ca.m.5425",1948-05-17,"male"
"ca.m.5427",1839-09-20,"male"
"ca.m.5429",1947-04-20,"male"
"ca.m.543",1847-11-16,"male"
"ca.m.5431",1879-10-22,"male"
"ca.m.5439",1881-11-08,"male"
"ca.m.544",1870-01-01,"male"
"ca.m.5442",1916-01-15,"male"
"ca.m.5443",1859-03-03,"male"
"ca.m.545",1954-05-26,"male"
"ca.m.5450",1868-04-27,"male"
"ca.m.5451",1895-11-05,"male"
"ca.m.5453",1889-11-03,"male"
"ca.m.5458",1923-02-04,"male"
"ca.m.546",1954-10-24,"male"
"ca.m.5462",1909-04-17,"male"
"ca.m.5463",1885-04-21,"male"
"ca.m.5467",1894-05-07,"male"
"ca.m.547",1972-02-06,"female"
"ca.m.5472",1940-07-30,"male"
"ca.m.5473",1858-10-16,"male"
"ca.m.548",1967-03-02,"male"
"ca.m.549",1959-08-17,"female"
"ca.m.5490",1923-12-27,"male"
"ca.m.5491",1865-01-02,"male"
"ca.m.5494",1949-11-10,"male"
"ca.m.5498",1843-08-17,"male"
"ca.m.55",1962-04-11,"male"
"ca.m.550",1954-07-11,"female"
"ca.m.5504",1869-02-23,"male"
"ca.m.5508",1863-05-18,"male"
"ca.m.551",1948-08-02,"male"
"ca.m.5514",1931-02-02,"male"
"ca.m.5517",1953-10-24,"male"
"ca.m.5518",1941-03-07,"male"
"ca.m.552",1974-12-28,"male"
"ca.m.5521",1918-09-26,"male"
"ca.m.5526",1942-12-29,"male"
"ca.m.5528",1915-08-18,"male"
"ca.m.553",1952-06-23,"female"
"ca.m.5530",1930-10-29,"male"
"ca.m.5531",1848-12-21,"male"
"ca.m.5532",1923-10-28,"male"
"ca.m.5533",1907-08-24,"male"
"ca.m.5538",1912-08-21,"male"
"ca.m.554",1948-10-27,"male"
"ca.m.5540",1850-08-03,"male"
"ca.m.5546",1955-10-30,"male"
"ca.m.5547",1935-02-11,"male"
"ca.m.5548",1896-10-28,"male"
"ca.m.555",1960-11-11,"female"
"ca.m.5550",1897-06-01,"male"
"ca.m.5555",1860-08-13,"male"
"ca.m.5558",1948-01-15,"female"
"ca.m.556",1959-04-06,"female"
"ca.m.5560",1895-02-28,"male"
"ca.m.5562",1908-03-14,"male"
"ca.m.557",1973-09-29,"female"
"ca.m.5576",1917-09-12,"male"
"ca.m.5578",1893-12-08,"male"
"ca.m.558",1947-10-08,"male"
"ca.m.5582",1846-02-23,"male"
"ca.m.5583",1895-04-05,"male"
"ca.m.5585",1865-01-12,"male"
"ca.m.5586",1896-08-04,"male"
"ca.m.5588",1939-03-16,"male"
"ca.m.559",1952-03-28,"male"
"ca.m.5590",1870-10-25,"male"
"ca.m.5591",1854-05-02,"male"
"ca.m.5594",1874-04-04,"male"
"ca.m.5597",1857-12-11,"male"
"ca.m.5598",1937-02-13,"male"
"ca.m.56",1941-06-03,"male"
"ca.m.560",1949-02-16,"female"
"ca.m.5600",1888-01-18,"male"
"ca.m.5605",1920-09-16,"female"
"ca.m.5607",1920-06-09,"male"
"ca.m.561",1964-03-28,"male"
"ca.m.5612",1879-09-21,"male"
"ca.m.5619",1896-08-09,"male"
"ca.m.562",1963-11-03,"female"
"ca.m.5620",1868-11-19,"male"
"ca.m.5621",1937-03-31,"female"
"ca.m.563",1947-06-07,"male"
"ca.m.5635",1861-11-03,"male"
